params,value
booster,gbtree
lambda,0.004247481416513274
alpha,0.0006016008056819431
subsample,0.687173498450592
colsample_bytree,0.6364945000033859
max_depth,5
min_child_weight,4
eta,0.7163876473277008
gamma,8.548124459146089e-05
grow_policy,lossguide
value,0.5417894644447917
