params,value
booster,gbtree
lambda,1.204581486557813e-08
alpha,1.9275903395049908e-07
subsample,0.9874061569719202
colsample_bytree,0.5693936341869218
max_depth,5
min_child_weight,7
eta,0.2059962458836242
gamma,0.0007349084422110472
grow_policy,depthwise
value,0.5794274986749263
