params,value
booster,gbtree
lambda,4.0008783916375805e-06
alpha,5.411692362135507e-06
subsample,0.3684916969733061
colsample_bytree,0.8088601192842724
max_depth,3
min_child_weight,9
eta,0.06163968106966021
gamma,3.6189901246424975e-07
grow_policy,lossguide
value,0.2599019044240181
