params,value
booster,dart
lambda,0.0006243680219197374
alpha,0.6358585596779538
subsample,0.4775801374387662
colsample_bytree,0.8284819934095753
max_depth,5
min_child_weight,9
eta,0.003943723384814774
gamma,0.00029825369518731267
grow_policy,lossguide
sample_type,uniform
normalize_type,tree
rate_drop,7.863237739326803e-08
skip_drop,4.440129296871759e-05
value,0.5493112662214197
