params,value
booster,dart
lambda,8.316891803820054e-05
alpha,7.25517074234834e-08
subsample,0.9098516719447127
colsample_bytree,0.8878567572540867
max_depth,7
min_child_weight,5
eta,0.02799504694621383
gamma,0.0027540923731308336
grow_policy,lossguide
sample_type,weighted
normalize_type,forest
rate_drop,0.08731145352551377
skip_drop,0.0006685420870794137
value,0.48580657549480477
