params,value
booster,gbtree
lambda,1.992829851865296e-05
alpha,0.03936844438123366
subsample,0.3143800826720309
colsample_bytree,0.6536768010417403
max_depth,5
min_child_weight,4
eta,1.423017092484689e-06
gamma,1.999205062663986e-05
grow_policy,depthwise
value,0.5043525973682021
